time,hu
1961-01-31,84.141
1961-02-01,89.57632
1961-02-02,82.326996
1961-02-03,87.614
1961-02-04,83.4165
1961-02-05,87.927
1961-02-06,85.891
1961-02-07,88.15
1961-02-08,88.89579
1961-02-09,88.47945
1961-02-10,88.40053
1961-02-11,84.5625
1961-02-12,88.95263
1961-02-13,86.4695
1961-02-14,82.728
1961-02-15,88.35445
1961-02-16,89.91059
1961-02-17,88.28934
1961-02-18,90.954544
1961-02-19,90.234116
1961-02-20,91.23909
1961-02-21,85.6135
1961-02-22,83.339005
1961-02-23,85.45105
1961-02-24,83.628
1961-02-25,87.163
1961-02-26,83.189
1961-02-27,73.411995
1961-02-28,73.461
1961-03-01,79.986
1961-03-02,79.183495
1961-03-03,78.2385
1961-03-04,76.611496
1961-03-05,73.550995
1961-03-06,76.846
1961-03-07,69.1315
1961-03-08,68.125496
1961-03-09,65.6225
1961-03-10,67.264496
1961-03-11,63.637
1961-03-12,63.653
1961-03-13,68.9355
1961-03-14,80.501495
1961-03-15,66.953995
1961-03-16,62.893497
1961-03-17,56.642998
1961-03-18,55.719498
1961-03-19,71.5245
1961-03-20,72.111
1961-03-21,69.036
1961-03-22,76.6595
1961-03-23,71.947
1961-03-24,68.1865
1961-03-25,65.639
1961-03-26,62.9925
1961-03-27,67.3715
1961-03-28,61.218998
1961-03-29,63.0195
1961-03-30,60.572
1961-03-31,74.249
1961-04-01,58.080997
1961-04-02,68.3155
1961-04-03,66.903496
1961-04-04,70.0945
1961-04-05,63.363
1961-04-06,61.7255
1961-04-07,59.6575
1961-04-08,58.0645
1961-04-09,55.153
1961-04-10,60.4715
1961-04-11,65.57
1961-04-12,64.717
1961-04-13,61.7875
1961-04-14,57.541
1961-04-15,46.92
1961-04-16,59.102497
1961-04-17,72.504
1961-04-18,77.5785
1961-04-19,86.6185
1961-04-20,77.0905
1961-04-21,72.623
1961-04-22,68.9955
1961-04-23,69.353
1961-04-24,76.1685
1961-04-25,83.131
1961-04-26,80.4345
1961-04-27,79.1525
1961-04-28,76.4535
1961-04-29,76.88
1961-04-30,85.63
1961-05-01,82.6875
1961-05-02,76.7185
1961-05-03,76.717
1961-05-04,74.6505
1961-05-05,66.6915
1961-05-06,65.677
1961-05-07,75.8345
1961-05-08,72.975
1961-05-09,62.439
1961-05-10,74.5805
1961-05-11,79.4955
1961-05-12,82.198
1961-05-13,72.6045
1961-05-14,75.750496
1961-05-15,80.8445
1961-05-16,80.3515
1961-05-17,79.289
1961-05-18,70.194496
1961-05-19,73.631996
1961-05-20,71.980995
1961-05-21,79.5925
1961-05-22,82.228
1961-05-23,75.1905
1961-05-24,71.3745
1961-05-25,70.017
1961-05-26,69.5475
1961-05-27,73.6205
1961-05-28,71.932
1961-05-29,81.8745
1961-05-30,75.279
1961-05-31,72.6085
1961-06-01,65.453995
1961-06-02,71.8715
1961-06-03,82.0745
1961-06-04,79.296
1961-06-05,81.746
1961-06-06,79.1375
1961-06-07,83.4395
1961-06-08,77.071495
1961-06-09,84.1415
1961-06-10,78.466
1961-06-11,82.9635
1961-06-12,81.0965
1961-06-13,73.376495
1961-06-14,70.2685
1961-06-15,67.05
1961-06-16,66.271996
1961-06-17,61.5465
1961-06-18,66.1565
1961-06-19,64.89
1961-06-20,62.698997
1961-06-21,62.93
1961-06-22,64.9755
1961-06-23,70.5805
1961-06-24,63.7865
1961-06-25,63.897
1961-06-26,62.975998
1961-06-27,63.3715
1961-06-28,71.5805
1961-06-29,61.830498
1961-06-30,62.6885
1961-07-01,64.135
1961-07-02,62.504498
1961-07-03,61.691498
1961-07-04,59.446
1961-07-05,62.0185
1961-07-06,54.001
1961-07-07,60.059498
1961-07-08,59.089
1961-07-09,67.78
1961-07-10,67.062
1961-07-11,66.3435
1961-07-12,67.993996
1961-07-13,66.2465
1961-07-14,63.361
1961-07-15,64.336
1961-07-16,61.491
1961-07-17,69.678
1961-07-18,64.958496
1961-07-19,66.507996
1961-07-20,79.7555
1961-07-21,70.389
1961-07-22,69.2315
1961-07-23,75.338
1961-07-24,70.717
1961-07-25,63.9755
1961-07-26,64.355
1961-07-27,59.007
1961-07-28,61.263
1961-07-29,81.122
1961-07-30,80.726
1961-07-31,76.18
1961-08-01,66.091995
1961-08-02,63.5985
1961-08-03,67.6065
1961-08-04,63.05
1961-08-05,62.260998
1961-08-06,58.2375
1961-08-07,57.9125
1961-08-08,64.242
1961-08-09,63.1125
1961-08-10,61.629997
1961-08-11,53.371998
1961-08-12,77.38
1961-08-13,82.772995
1961-08-14,70.1965
1961-08-15,63.661
1961-08-16,74.6075
1961-08-17,73.5475
1961-08-18,72.008
1961-08-19,62.62
1961-08-20,69.3715
1961-08-21,66.066
1961-08-22,60.9935
1961-08-23,71.223495
1961-08-24,69.3605
1961-08-25,70.3875
1961-08-26,68.0635
1961-08-27,66.943
1961-08-28,66.917496
1961-08-29,62.69
1961-08-30,61.848
1961-08-31,64.4555
1961-09-01,66.7075
1961-09-02,64.4265
1961-09-03,51.109
1961-09-04,57.815
1961-09-05,56.899
1961-09-06,64.6425
1961-09-07,64.879
1961-09-08,54.218
1961-09-09,69.9625
1961-09-10,70.275
1961-09-11,67.6725
1961-09-12,66.635
1961-09-13,69.5635
1961-09-14,61.017998
1961-09-15,56.5935
1961-09-16,62.309998
1961-09-17,63.1865
1961-09-18,56.6735
1961-09-19,61.5625
1961-09-20,58.836
1961-09-21,59.0565
1961-09-22,57.69
1961-09-23,53.197
1961-09-24,57.929
1961-09-25,58.1115
1961-09-26,66.3825
1961-09-27,71.3175
1961-09-28,74.055
1961-09-29,70.7995
1961-09-30,72.356
1961-10-01,67.262
1961-10-02,65.3095
1961-10-03,75.8355
1961-10-04,66.496994
1961-10-05,63.718
1961-10-06,57.825
1961-10-07,56.8075
1961-10-08,63.4545
1961-10-09,73.028
1961-10-10,76.041
1961-10-11,77.5335
1961-10-12,70.8995
1961-10-13,69.822
1961-10-14,63.089
1961-10-15,76.253
1961-10-16,75.2335
1961-10-17,66.9265
1961-10-18,57.9455
1961-10-19,67.868
1961-10-20,80.484
1961-10-21,75.7405
1961-10-22,83.9055
1961-10-23,84.9165
1961-10-24,77.088
1961-10-25,74.2825
1961-10-26,73.0895
1961-10-27,63.983997
1961-10-28,73.331
1961-10-29,85.769
1961-10-30,88.427895
1961-10-31,82.5515
1961-11-01,83.4779
1961-11-02,86.0715
1961-11-03,86.183685
1961-11-04,85.562996
1961-11-05,93.511246
1961-11-06,93.05
1961-11-07,91.113335
1961-11-08,91.47411
1961-11-09,89.346664
1961-11-10,81.479996
1961-11-11,90.96765
1961-11-12,92.51818
1961-11-13,91.83063
1961-11-14,91.80333
1961-11-15,90.6875
1961-11-16,89.911766
1961-11-17,84.848495
1961-11-18,82.852
1961-11-19,81.583
1961-11-20,84.4675
1961-11-21,85.953156
1961-11-22,84.20333
1961-11-23,85.8875
1961-11-24,86.102
1961-11-25,92.17
1961-11-26,93.205
1961-11-27,88.65211
1961-11-28,92.395004
1961-11-29,93.07
1961-11-30,86.398
1961-12-01,87.154
1961-12-02,80.449
1961-12-03,86.49947
1961-12-04,84.90369
1961-12-05,83.759
1961-12-06,91.25176
1961-12-07,93.667145
1961-12-08,89.83111
1961-12-09,87.30526
1961-12-10,86.09412
1961-12-11,92.22769
1961-12-12,90.66882
1961-12-13,84.962105
1961-12-14,71.2115
1961-12-15,77.3215
1961-12-16,78.1105
1961-12-17,77.429
1961-12-18,82.6025
1961-12-19,83.41789
1961-12-20,86.86176
1961-12-21,84.443
1961-12-22,81.379
1961-12-23,80.881
1961-12-24,85.25053
1961-12-25,85.78
1961-12-26,89.17722
1961-12-27,92.918
1961-12-28,91.52
1961-12-29,93.474
1961-12-30,93.51333
1961-12-31,92.26846
1962-01-01,90.50539
1962-01-02,88.545296
1962-01-03,87.63
1962-01-04,89.526
1962-01-05,89.785
1962-01-06,92.77077
1962-01-07,90.5
1962-01-08,88.68389
1962-01-09,91.63538
1962-01-10,90.2175
1962-01-11,88.5275
1962-01-12,91.425
1962-01-13,91.7125
1962-01-14,88.446846
1962-01-15,92.005005
1962-01-16,90.24715
1962-01-17,92.145386
1962-01-18,93.71
1962-01-19,94.19428
1962-01-20,92.18072
1962-01-21,92.08
1962-01-22,91.993996
1962-01-23,86.57842
1962-01-24,82.8975
1962-01-25,85.817
1962-01-26,88.417
1962-01-27,85.515
1962-01-28,83.238
1962-01-29,83.3685
1962-01-30,88.758
1962-01-31,83.2345
1962-02-01,87.8085
1962-02-02,89.1155
1962-02-03,88.93611
1962-02-04,83.27842
1962-02-05,85.367
1962-02-06,72.07
1962-02-07,81.08
1962-02-08,83.2595
1962-02-09,89.01889
1962-02-10,87.48473
1962-02-11,83.9915
1962-02-12,78.0795
1962-02-13,83.5415
1962-02-14,84.5915
1962-02-15,77.8375
1962-02-16,73.7475
1962-02-17,74.4385
1962-02-18,68.2455
1962-02-19,81.483
1962-02-20,72.514496
1962-02-21,68.4975
1962-02-22,78.814
1962-02-23,74.0555
1962-02-24,84.308
1962-02-25,79.2875
1962-02-26,76.627
1962-02-27,82.0635
1962-02-28,88.82389
1962-03-01,89.810715
1962-03-02,91.10611
1962-03-03,84.574
1962-03-04,83.654495
1962-03-05,78.691
1962-03-06,82.9215
1962-03-07,89.856
1962-03-08,77.2495
1962-03-09,74.9765
1962-03-10,74.852
1962-03-11,91.08875
1962-03-12,92.526665
1962-03-13,74.612495
1962-03-14,79.64
1962-03-15,88.8915
1962-03-16,89.10125
1962-03-17,83.9215
1962-03-18,78.2425
1962-03-19,77.047
1962-03-20,82.160995
1962-03-21,89.436844
1962-03-22,92.53727
1962-03-23,91.08471
1962-03-24,88.93737
1962-03-25,91.475555
1962-03-26,85.1065
1962-03-27,79.7495
1962-03-28,88.542854
1962-03-29,74.604996
1962-03-30,78.225
1962-03-31,86.32111
1962-04-01,71.453995
1962-04-02,72.77
1962-04-03,64.665
1962-04-04,61.213497
1962-04-05,78.0565
1962-04-06,79.1365
1962-04-07,68.542496
1962-04-08,64.7135
1962-04-09,65.496
1962-04-10,76.9365
1962-04-11,89.51053
1962-04-12,86.9255
1962-04-13,86.104004
1962-04-14,84.451
1962-04-15,70.3185
1962-04-16,67.7855
1962-04-17,69.3435
1962-04-18,61.237
1962-04-19,53.788
1962-04-20,48.576
1962-04-21,48.814
1962-04-22,46.2235
1962-04-23,51.518497
1962-04-24,56.3625
1962-04-25,58.4585
1962-04-26,56.47
1962-04-27,72.889
1962-04-28,70.5665
1962-04-29,75.493
1962-04-30,76.5415
1962-05-01,60.279
1962-05-02,62.042
1962-05-03,63.8675
1962-05-04,65.967
1962-05-05,68.452995
1962-05-06,65.2545
1962-05-07,68.3275
1962-05-08,61.108498
1962-05-09,59.511497
1962-05-10,61.7045
1962-05-11,73.5545
1962-05-12,70.6235
1962-05-13,73.4215
1962-05-14,60.065
1962-05-15,69.8935
1962-05-16,62.707
1962-05-17,55.367
1962-05-18,67.779
1962-05-19,49.3555
1962-05-20,75.682
1962-05-21,84.4385
1962-05-22,60.691998
1962-05-23,55.886997
1962-05-24,67.0335
1962-05-25,73.3865
1962-05-26,70.5735
1962-05-27,73.6845
1962-05-28,70.966995
1962-05-29,65.4475
1962-05-30,70.4205
1962-05-31,59.5725
1962-06-01,66.626
1962-06-02,76.402
1962-06-03,71.812
1962-06-04,68.159996
1962-06-05,64.129
1962-06-06,66.8115
1962-06-07,71.9155
1962-06-08,69.584
1962-06-09,66.3625
1962-06-10,64.664
1962-06-11,67.9005
1962-06-12,69.548996
1962-06-13,65.1985
1962-06-14,63.5515
1962-06-15,63.61
1962-06-16,59.099
1962-06-17,74.833496
1962-06-18,76.9015
1962-06-19,72.8695
1962-06-20,67.6635
1962-06-21,65.0885
